id,positionId,nickname,lastSeasonPoints,playerStatus,marketValue,points,averagePoints,teamId,fecha_actualizacion
3112,4,Endrick,,ok,6696239,0,0,15,2026-08-16T22:07:24
3113,4,Tenés,,injured,495557,0,0,18,2026-08-16T22:07:24
3117,4,Vargas,,ok,25880676,2,2,17,2026-08-16T22:07:24
3122,4,Djalo,,ok,1042067,0,0,3,2026-08-16T22:07:24
3126,4,Uche,,injured,20405835,0,0,9,2026-08-16T22:07:24
3129,4,Carlos Espí,,ok,8869571,0,0,15,2026-08-16T22:07:24
3131,4,Marcos,,ok,1400367,0,0,8,2026-08-16T22:07:24
3137,4,Satriano,,ok,31071263,3,3,9,2026-08-16T22:07:24
3143,4,Diomande,,ok,86823233,0,0,15,2026-08-16T22:07:24
3145,4,Robbie Ure,,ok,11891683,4,4,17,2026-08-16T22:07:24
3147,4,Fer Niño,,ok,14910826,0,0,7,2026-08-16T22:07:24
3152,4,Y. Zabiri,,ok,5589898,1,1,49,2026-08-16T22:07:24
3153,4,Miguel Rodríguez,,ok,3145243,0,0,21,2026-08-16T22:07:24
3154,4,Enes Ünal,,ok,12446259,0,0,9,2026-08-16T22:07:24
1356,5,Marcelino,122,out_of_league,8030121,0,0,20,2026-08-16T22:07:24
1481,5,Ernesto Valverde,75,out_of_league,4918256,0,0,3,2026-08-16T22:07:24
1611,5,Bordalás,82,ok,42424718,0,0,9,2026-08-16T22:07:24
1849,5,Iñigo Perez,88,ok,2302712,2,2,20,2026-08-16T22:07:24
1851,5,Claudio Giraldez,94,ok,2363662,0,0,6,2026-08-16T22:07:24
1976,5,Hansi Flick,157,ok,9690803,0,0,4,2026-08-16T22:07:24
2527,5,Simeone,117,ok,5725103,0,0,2,2026-08-16T22:07:24
2566,5,Carlos Corberán,85,ok,683941,0,0,18,2026-08-16T22:07:24
2580,5,Manuel Pellegrini,105,ok,4321145,0,0,5,2026-08-16T22:07:24
2637,5,Alessio Lisci,73,out_of_league,1806855,0,0,13,2026-08-16T22:07:24
2638,5,Manolo González,75,ok,1118204,5,5,8,2026-08-16T22:07:24
2869,5,Matarazzo,51,ok,3857007,0,0,16,2026-08-16T22:07:24
2877,5,Luís Castro,50,ok,1263917,0,0,11,2026-08-16T22:07:24
2951,5,Sánchez Flores,28,ok,854000,5,5,21,2026-08-16T22:07:24
2959,5,Luis García,15,ok,854000,5,5,17,2026-08-16T22:07:24
2986,5,Antonio Hidalgo,,ok,1629384,0,0,26,2026-08-16T22:07:24
3004,5,José Alberto,,ok,956021,2,2,49,2026-08-16T22:07:24
3053,5,Funes,,ok,1279065,0,0,12,2026-08-16T22:07:24
3093,5,Mourinho,,ok,13670173,0,0,15,2026-08-16T22:07:24
3094,5,Edin Terzic,,ok,7757987,0,0,3,2026-08-16T22:07:24
3095,5,Ramis,,ok,1433618,0,0,13,2026-08-16T22:07:24
3096,5,Martín Anselmi,,ok,1609777,0,0,7,2026-08-16T22:07:24
3097,5,Beñat,,ok,1609777,0,0,14,2026-08-16T22:07:24
