id,positionId,nickname,lastSeasonPoints,playerStatus,marketValue,points,averagePoints,teamId,fecha_actualizacion
2324,2,J. M. Giménez,89,ok,4593905,0,0,2,2026-08-16T22:07:24
2325,2,Molina,112,out_of_league,3996790,0,0,2,2026-08-16T22:07:24
2329,2,Javi Galán,110,doubtful,12374144,0,0,6,2026-08-16T22:07:24
2334,2,Juan Cruz,40,out_of_league,3011603,0,0,13,2026-08-16T22:07:24
2335,2,Areso,81,ok,2880831,0,0,3,2026-08-16T22:07:24
2336,2,Herrando,90,ok,1671711,0,0,13,2026-08-16T22:07:24
2346,2,Álvaro Núñez,125,ok,3630081,0,0,6,2026-08-16T22:07:24
2353,2,Christensen,28,out_of_league,5019340,0,0,4,2026-08-16T22:07:24
2354,2,Eric,201,ok,44534752,0,0,4,2026-08-16T22:07:24
2355,2,Kounde,154,ok,40955364,0,0,4,2026-08-16T22:07:24
2356,2,R. Araujo,86,out_of_league,4635257,0,0,4,2026-08-16T22:07:24
2366,2,Rico,76,out_of_league,4918952,0,0,9,2026-08-16T22:07:24
2379,2,A. Mumin,6,out_of_league,6022356,0,0,14,2026-08-16T22:07:24
2380,2,Pacha,104,out_of_league,3513040,0,0,14,2026-08-16T22:07:24
2389,2,O. Mingueza,132,out_of_league,15056479,0,0,6,2026-08-16T22:07:24
2390,2,Starfelt,106,ok,13983235,0,0,6,2026-08-16T22:07:24
2391,2,Ristic,15,out_of_league,903386,0,0,6,2026-08-16T22:07:24
2392,2,C. Dominguez,24,out_of_league,683567,0,0,6,2026-08-16T22:07:24
2398,2,F. Calero,121,injured,2858839,0,0,12,2026-08-16T22:07:24
2403,2,Copete,76,injured,1877657,0,0,18,2026-08-16T22:07:24
2414,2,Bellerín,124,ok,14291460,0,0,5,2026-08-16T22:07:24
2415,2,Llorente ,91,ok,13251307,0,0,5,2026-08-16T22:07:24
2425,2,F. Mendy,14,injured,731626,0,0,15,2026-08-16T22:07:24
2426,2,E. Militão,103,injured,11728483,0,0,15,2026-08-16T22:07:24
2428,2,Rüdiger,93,ok,27972981,0,0,15,2026-08-16T22:07:24
2429,2,Fran García,57,out_of_league,9591157,0,0,15,2026-08-16T22:07:24
2437,2,Aritz,33,out_of_league,3713786,0,0,16,2026-08-16T22:07:24
2438,2,Aihen,46,ok,1387278,0,0,16,2026-08-16T22:07:24
2439,2,Pacheco,71,out_of_league,4015452,0,0,21,2026-08-16T22:07:24
2442,2,Odriozola,22,injured,590223,0,0,16,2026-08-16T22:07:24
2443,2,Aramburu,83,ok,17462968,0,0,16,2026-08-16T22:07:24
2449,2,Marcao,46,ok,629055,0,0,17,2026-08-16T22:07:24
2450,2,Nianzou,25,out_of_league,1673795,0,0,17,2026-08-16T22:07:24
2458,2,Diakhaby,38,ok,5760894,0,0,18,2026-08-16T22:07:24
2461,2,J. Vázquez,64,ok,1714989,0,0,18,2026-08-16T22:07:24
2462,2,Cömert,93,out_of_league,3714144,0,0,18,2026-08-16T22:07:24
2469,2,Costa,4,ok,1252543,0,0,20,2026-08-16T22:07:24
2470,2,Foyth,63,ok,12236452,4,4,20,2026-08-16T22:07:24
2471,2,Kambwala,3,ok,1138833,0,0,20,2026-08-16T22:07:24
2479,2,Kike Salas,130,suspended,12255449,1,1,17,2026-08-16T22:07:24
2496,2,Thierry Correia,61,out_of_league,8030584,0,0,18,2026-08-16T22:07:24
2525,2,Salinas,6,ok,1032130,0,0,12,2026-08-16T22:07:24
2526,2,Miguel Rubio,29,ok,558551,0,0,8,2026-08-16T22:07:24
2528,2,Aidoo Jr,26,out_of_league,2810540,0,0,6,2026-08-16T22:07:24
2530,2,Huijsen,169,ok,32460459,0,0,15,2026-08-16T22:07:24
2531,2,Trent,91,ok,22781237,0,0,15,2026-08-16T22:07:24
2532,2,Ruggeri,128,ok,5956370,0,0,2,2026-08-16T22:07:24
2533,2,Á. Carreras,176,ok,12241851,0,0,15,2026-08-16T22:07:24
2538,2,I. Lekue,16,out_of_league,3183051,0,0,3,2026-08-16T22:07:24
2542,2,Rafa Marín,124,out_of_league,9647743,0,0,20,2026-08-16T22:07:24
2543,2,Natan,163,ok,39829866,0,0,5,2026-08-16T22:07:24
2545,2,Adama,28,ok,489901,0,0,3,2026-08-16T22:07:24
2546,2,Foulquier,44,doubtful,2263014,0,0,18,2026-08-16T22:07:24
2550,2,Luiz Felipe,36,ok,3734874,0,0,14,2026-08-16T22:07:24
2552,2,Jonny Otto,95,ok,5399739,7,7,21,2026-08-16T22:07:24
2559,2,V. Rosier,136,injured,5550787,0,0,13,2026-08-16T22:07:24
2561,2,Hancko,138,ok,38497274,0,0,2,2026-08-16T22:07:24
2562,2,Marc Pubill,107,ok,58782961,0,0,2,2026-08-16T22:07:24
2568,2,Youssef,72,ok,500026,3,3,21,2026-08-16T22:07:24
2572,2,Fortea,0,out_of_league,802099,0,0,15,2026-08-16T22:07:24
2573,2,Diego Aguado,2,out_of_league,774109,0,0,15,2026-08-16T22:07:24
2585,2,Kostis,0,out_of_league,702674,0,0,2,2026-08-16T22:07:24
2596,2,V. Chust,96,ok,4663003,0,0,7,2026-08-16T22:07:24
2604,2,Carreira,130,ok,6742909,0,0,6,2026-08-16T22:07:24
2606,2,V. Parada,85,out_of_league,3775868,0,0,21,2026-08-16T22:07:24
2609,2,Valentín Gómez,99,ok,1752299,0,0,5,2026-08-16T22:07:24
2614,2,C. Romero,196,ok,43995046,3,3,20,2026-08-16T22:07:24
2624,2,Manu Sánchez,113,out_of_league,5538185,0,0,6,2026-08-16T22:07:24
2627,2,Junior,38,ok,3444610,0,0,5,2026-08-16T22:07:24
2629,2,Elgezabal,33,out_of_league,1420696,0,0,11,2026-08-16T22:07:24
2630,2,Rodríguez,90,out_of_league,9033741,0,0,5,2026-08-16T22:07:24
2631,2,Léo Pétrot,69,out_of_league,3011625,0,0,7,2026-08-16T22:07:24
2645,2,Rego,69,out_of_league,5018825,0,0,3,2026-08-16T22:07:24
2648,2,Jofre,3,out_of_league,602319,0,0,4,2026-08-16T22:07:24
2653,2,Manuel Fernández,42,ok,399102,0,0,6,2026-08-16T22:07:24
2656,2,Jon Martin,112,out_of_league,30111790,0,0,16,2026-08-16T22:07:24
2661,2,Djene,142,ok,8653547,3,3,9,2026-08-16T22:07:24
2663,2,Ismael,13,out_of_league,1104254,0,0,9,2026-08-16T22:07:24
2669,2,Matías Moreno,130,out_of_league,9033768,0,0,11,2026-08-16T22:07:24
2670,2,Víctor G.,80,ok,1987022,0,0,11,2026-08-16T22:07:24
2671,2,Jeremy Toljan,118,ok,4200686,0,0,11,2026-08-16T22:07:24
2678,2,J. Vertrouwd,24,out_of_league,1003725,0,0,14,2026-08-16T22:07:24
2680,2,A. Castrín,90,ok,4369326,0,0,17,2026-08-16T22:07:24
2692,2,Rubo,2,out_of_league,602292,0,0,18,2026-08-16T22:07:24
2698,2,Pau Navarro,89,ok,8995994,0,0,20,2026-08-16T22:07:24
2699,2,J. Ives Valou,0,out_of_league,602292,-1,-1,20,2026-08-16T22:07:24
2711,2,Á. Ortiz,29,out_of_league,1706372,0,0,5,2026-08-16T22:07:24
2714,2,Javi Rueda,132,ok,4295574,0,0,6,2026-08-16T22:07:24
2716,2,Albert,0,out_of_league,803099,0,0,7,2026-08-16T22:07:24
2720,2,R. Chasco,0,out_of_league,501932,0,0,13,2026-08-16T22:07:24
2725,2,De Las Sias,0,out_of_league,602234,0,0,14,2026-08-16T22:07:24
2728,2,Renato Veiga,119,ok,39193607,2,2,20,2026-08-16T22:07:24
2736,2,Davinchi,27,ok,3075075,1,1,9,2026-08-16T22:07:24
2737,2,Jon De Luis,0,out_of_league,602257,0,0,3,2026-08-16T22:07:24
2740,2,Vilaplana,0,out_of_league,582013,0,0,9,2026-08-16T22:07:24
2741,2,Martin Krug,0,out_of_league,602249,0,0,11,2026-08-16T22:07:24
2742,2,Nacho Perez,9,out_of_league,581692,0,0,11,2026-08-16T22:07:24
2753,2,Suazo,94,ok,5432732,0,0,17,2026-08-16T22:07:24
2757,2,Gerard Martín,161,ok,35772673,0,0,4,2026-08-16T22:07:24
2767,2,Alan Matturro,66,out_of_league,2411763,0,0,11,2026-08-16T22:07:24
2774,2,Kiko F.,113,suspended,3965370,-1,-1,9,2026-08-16T22:07:24
2776,2,A. Abqar,83,ok,7177243,2,2,9,2026-08-16T22:07:24
2785,2,Riedel,76,ok,4532650,0,0,8,2026-08-16T22:07:24
2789,2,Oso,81,ok,13206750,1,1,17,2026-08-16T22:07:24
2790,2,Cardoso,20,ok,824902,0,0,17,2026-08-16T22:07:24
2795,2,Navarro,0,out_of_league,501909,0,0,18,2026-08-16T22:07:24
2807,2,D. Jiménez,8,out_of_league,602248,0,0,15,2026-08-16T22:07:24
2811,2,Bladi,,out_of_league,602248,0,0,5,2026-08-16T22:07:24
2817,2,Nyom,30,out_of_league,1505801,0,0,9,2026-08-16T22:07:24
2818,2,Hector Fort,55,ok,3340711,0,0,4,2026-08-16T22:07:24
2827,2,Monreal,0,out_of_league,602257,0,0,3,2026-08-16T22:07:24
2831,2,Ballestero,1,out_of_league,602316,0,0,21,2026-08-16T22:07:24
2833,2,N. Mendy,120,out_of_league,6022356,0,0,14,2026-08-16T22:07:24
2834,2,Beitia,6,out_of_league,501861,0,0,16,2026-08-16T22:07:24
2836,2,Lebarbier,,out_of_league,602234,0,0,16,2026-08-16T22:07:24
2839,2,Sierra,,out_of_league,602292,0,0,20,2026-08-16T22:07:24
2843,2,Xavi Espart,5,out_of_league,702705,0,0,4,2026-08-16T22:07:24
2844,2,David Delgado,0,out_of_league,602324,0,0,7,2026-08-16T22:07:24
2846,2,Arguibide,17,out_of_league,582013,0,0,13,2026-08-16T22:07:24
2848,2,P. Meixus,,out_of_league,485372,0,0,6,2026-08-16T22:07:24
2851,2,Álvaro García,,out_of_league,501929,0,0,21,2026-08-16T22:07:24
2852,2,Egoitz M.l.,0,out_of_league,602316,0,0,21,2026-08-16T22:07:24
2854,2,Lucas Laso,0,out_of_league,501932,0,0,9,2026-08-16T22:07:24
2855,2,Yassin T.,,out_of_league,501932,0,0,9,2026-08-16T22:07:24
2858,2,Huseini,0,out_of_league,501874,0,0,11,2026-08-16T22:07:24
2863,2,Panach,0,out_of_league,501909,0,0,18,2026-08-16T22:07:24
2864,2,Marc Jurado,,out_of_league,602292,0,0,18,2026-08-16T22:07:24
2867,2,Valdepeñas,,out_of_league,802997,0,0,15,2026-08-16T22:07:24
2872,2,Mikel,,out_of_league,602319,0,0,13,2026-08-16T22:07:24
2873,2,Santos,,out_of_league,602319,0,0,13,2026-08-16T22:07:24
2874,2,Joan Martínez,0,out_of_league,702622,0,0,15,2026-08-16T22:07:24
2876,2,Iker Muñoz,,out_of_league,602284,0,0,17,2026-08-16T22:07:24
2881,2,D. Martínez,-1,out_of_league,415311,0,0,2,2026-08-16T22:07:24
2882,2,J. Boñar,19,out_of_league,445140,0,0,2,2026-08-16T22:07:24
2883,2,Purić,3,out_of_league,434872,0,0,2,2026-08-16T22:07:24
2885,2,Xanet Olaiz,0,out_of_league,602316,0,0,21,2026-08-16T22:07:24
2889,2,Tommy Marqués,2,out_of_league,602319,0,0,4,2026-08-16T22:07:24
2890,2,Montes,5,out_of_league,602319,0,0,9,2026-08-16T22:07:24
2898,2,Kita,,out_of_league,602234,0,0,16,2026-08-16T22:07:24
2901,2,Fontanet,0,out_of_league,581987,0,0,18,2026-08-16T22:07:24
2906,2,Cancelo,117,out_of_league,46207219,0,0,4,2026-08-16T22:07:24
2912,2,Julio Díaz,22,ok,461586,0,0,17,2026-08-16T22:07:24
2914,2,Bema Sina,,out_of_league,602324,0,0,7,2026-08-16T22:07:24
2924,2,Zaid Romero,119,ok,28061835,4,4,9,2026-08-16T22:07:24
2926,2,Boselli,32,ok,2649932,-1,-1,9,2026-08-16T22:07:24
2930,2,Nuñez,48,ok,3674277,1,1,8,2026-08-16T22:07:24
2934,2,Freeman,26,ok,2411337,1,1,20,2026-08-16T22:07:24
2936,2,Egiluz,0,injured,413952,0,0,3,2026-08-16T22:07:24
2938,2,Koski,23,ok,796336,8,8,21,2026-08-16T22:07:24
2949,2,B. Sangare,20,ok,3783066,0,0,7,2026-08-16T22:07:24
2950,2,Saravia,12,out_of_league,1505733,0,0,18,2026-08-16T22:07:24
2952,2,Lamini,,out_of_league,677955,0,0,15,2026-08-16T22:07:24
2953,2,Gattoni,0,out_of_league,435131,0,0,17,2026-08-16T22:07:24
2960,2,Spina,,out_of_league,702702,0,0,2,2026-08-16T22:07:24
2963,2,Quagliata,,ok,3244856,0,0,26,2026-08-16T22:07:24
2965,2,M. Loureiro,,ok,3715099,0,0,26,2026-08-16T22:07:24
2968,2,Quique T.,,out_of_league,602257,0,0,26,2026-08-16T22:07:24
2972,2,Damián,,out_of_league,602257,0,0,26,2026-08-16T22:07:24
2976,2,A. Alti,,ok,4477457,0,0,26,2026-08-16T22:07:24
2979,2,Samu,,out_of_league,702633,0,0,26,2026-08-16T22:07:24
2982,2,I.vidal,,out_of_league,501880,0,0,26,2026-08-16T22:07:24
2985,2,Noubi,,ok,12527150,0,0,26,2026-08-16T22:07:24
2987,2,Comas,,ok,707715,0,0,26,2026-08-16T22:07:24
2989,2,Dani Barcia,,ok,1303312,0,0,26,2026-08-16T22:07:24
2990,2,Ximo Navarro,,ok,5556596,0,0,26,2026-08-16T22:07:24
2996,2,Escudero,,out_of_league,1003764,0,0,26,2026-08-16T22:07:24
2997,2,Pablo,,out_of_league,468964,0,0,26,2026-08-16T22:07:24
2999,2,Mantilla,,ok,2793048,-1,-1,49,2026-08-16T22:07:24
3000,2,Iñigo,,ok,749996,0,0,49,2026-08-16T22:07:24
3006,2,Mario García,,out_of_league,733895,0,0,49,2026-08-16T22:07:24
3008,2,Manu Hernando,,ok,1743424,4,4,49,2026-08-16T22:07:24
3009,2,Castro,,out_of_league,5018630,0,0,49,2026-08-16T22:07:24
3010,2,Suleiman,,out_of_league,954892,0,0,49,2026-08-16T22:07:24
3011,2,Jorge Salinas,,ok,5574497,3,3,49,2026-08-16T22:07:24
3013,2,Calera,,out_of_league,802979,0,0,49,2026-08-16T22:07:24
3020,2,Carlos,,out_of_league,702606,0,0,49,2026-08-16T22:07:24
3026,2,Pablo Ramón,,ok,510551,3,3,49,2026-08-16T22:07:24
3027,2,Facu,,ok,3059782,1,1,49,2026-08-16T22:07:24
3030,2,Aitor Crespo,,out_of_league,802979,0,0,49,2026-08-16T22:07:24
3037,2,C. Puga,,ok,5243145,0,0,12,2026-08-16T22:07:24
3039,2,Murillo,,injured,2017995,0,0,12,2026-08-16T22:07:24
3041,2,Rafita,,out_of_league,5018744,0,0,12,2026-08-16T22:07:24
3042,2,Einar,,ok,3901324,0,0,12,2026-08-16T22:07:24
3043,2,Montero,,out_of_league,4115370,0,0,12,2026-08-16T22:07:24
3047,2,Dani Sánchez,,ok,718142,0,0,12,2026-08-16T22:07:24
3051,2,Victor,,out_of_league,1254684,0,0,12,2026-08-16T22:07:24
3054,2,Recio,,out_of_league,752810,0,0,12,2026-08-16T22:07:24
3058,2,Gabilondo,,out_of_league,401498,0,0,12,2026-08-16T22:07:24
3059,2,Pastor,,ok,376322,0,0,12,2026-08-16T22:07:24
3062,2,Arriaza,,out_of_league,401498,0,0,12,2026-08-16T22:07:24
3063,2,M. Santaella,,out_of_league,401498,0,0,12,2026-08-16T22:07:24
3064,2,Moussa,,out_of_league,401498,0,0,12,2026-08-16T22:07:24
3065,2,Laporte,,ok,53175636,0,0,3,2026-08-16T22:07:24
3067,2,Affengruber,,ok,32752877,0,0,7,2026-08-16T22:07:24
3068,2,Cabrera,,ok,17006166,0,0,8,2026-08-16T22:07:24
3080,2,Dumfries,,ok,57034720,0,0,15,2026-08-16T22:07:24
3081,2,Ratiu,,ok,35597698,4,4,14,2026-08-16T22:07:24
3082,2,Lejeune,,ok,38315814,1,1,14,2026-08-16T22:07:24
3098,2,Q. Hartman,,ok,8753133,0,0,8,2026-08-16T22:07:24
3106,2,Cucurella,,ok,81601459,0,0,15,2026-08-16T22:07:24
3107,2,Konaté,,ok,48735216,0,0,15,2026-08-16T22:07:24
3111,2,Cabello,,ok,819073,0,0,11,2026-08-16T22:07:24
3115,2,Diaby,,ok,1067303,0,0,7,2026-08-16T22:07:24
3120,2,De Haas,,ok,9187200,0,0,18,2026-08-16T22:07:24
3123,2,Marcos Alonso,,ok,29194974,0,0,6,2026-08-16T22:07:24
3132,2,J. Berrocal,,ok,1610901,0,0,9,2026-08-16T22:07:24
3134,2,Saba Sazonov,,ok,1224989,-1,-1,9,2026-08-16T22:07:24
3138,2,Sangante,,ok,8738243,5,5,17,2026-08-16T22:07:24
3139,2,Pedro Felipe,,ok,2582308,2,2,49,2026-08-16T22:07:24
3142,2,Angeliño,,ok,15410370,0,0,26,2026-08-16T22:07:24
3146,2,Kumbulla,,doubtful,5583714,0,0,14,2026-08-16T22:07:24
3149,2,Bright Ede,,ok,2800889,0,0,26,2026-08-16T22:07:24
3150,2,Mojica,,suspended,11722060,0,0,9,2026-08-16T22:07:24
3155,2,Grimaldo,,ok,46720146,0,0,2,2026-08-16T22:07:24
3156,2,Valentini,,suspended,1219733,0,0,21,2026-08-16T22:07:24
3157,2,Pelayo,,ok,1021007,1,1,14,2026-08-16T22:07:24
3158,2,Diarra,,ok,1120370,0,0,21,2026-08-16T22:07:24
3159,2,Novoa,,ok,921642,0,0,21,2026-08-16T22:07:24
92,3,Vesga,45,out_of_league,1566041,0,0,3,2026-08-16T22:07:24
270,3,Guevara,64,ok,1111411,1,1,21,2026-08-16T22:07:24
581,3,Rioja,191,injured,12229053,0,0,18,2026-08-16T22:07:24
637,3,Moncayola,159,ok,6856268,0,0,13,2026-08-16T22:07:24
652,3,Rubén García,174,ok,13858194,0,0,13,2026-08-16T22:07:24
680,3,Moi Gómez,104,ok,1996547,0,0,13,2026-08-16T22:07:24
701,3,Barrenetxea,150,ok,32862621,0,0,16,2026-08-16T22:07:24
856,3,Guridi,68,ok,4848535,9,9,17,2026-08-16T22:07:24
873,3,Torró,101,ok,2466986,0,0,13,2026-08-16T22:07:24
1029,3,Álvaro García,158,ok,18211353,8,8,14,2026-08-16T22:07:24
1031,3,Comesaña,175,ok,34650542,-1,-1,20,2026-08-16T22:07:24
1070,3,De Galarreta,156,ok,12424943,0,0,3,2026-08-16T22:07:24
1103,3,Óscar Valentín,134,ok,3654976,5,5,14,2026-08-16T22:07:24
1197,3,Kubo,122,ok,24035618,0,0,16,2026-08-16T22:07:24
